,id,label,parent,synonym,length
4948,DOID:0060881,renal hypomagnesemia 5 with ocular involvement,primary hypomagnesemia,hypercalciuriabilateral macular coloboma,50.0
4949,DOID:0060882,renal hypomagnesemia 4,primary hypomagnesemia,homg4,5.0
4950,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,homg1,5.0
4951,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,hypomagnesemia caused by selective magnesium malabsorption,58.0
4952,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,hypomagnesemia intestinal type 1,32.0
4953,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,hypomagnesemic tetany,21.0
4954,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,intestinal hypomagnesemia with secondary hypocalcemia,53.0
4955,DOID:0060883,intestinal hypomagnesemia 1,primary hypomagnesemia,primary hypomagnesemia with secondary hypocalcemia,50.0
4956,DOID:0060884,renal hypomagnesemia 6,primary hypomagnesemia,homg6,5.0
4957,DOID:0060885,renal hypomagnesemia 2,primary hypomagnesemia,homg2,5.0
4958,DOID:0060885,renal hypomagnesemia 2,primary hypomagnesemia,autosomal dominant primary hypomagnesemia with hypocalciuria,60.0
4959,DOID:0060886,osteopathia striata with cranial sclerosis,osteosclerosis,robinowunger,22.0
4960,DOID:0060886,osteopathia striata with cranial sclerosis,osteosclerosis,hyperostosis generalisata with striations,41.0
4962,DOID:0060887,ossification of the posterior longitudinal ligament of spine,connective tissue disease,opll,4.0
4965,DOID:0060888,transient myeloproliferative syndrome,myeloproliferative neoplasm,transient abnormal myelopoiesis,31.0
4966,DOID:0060888,transient myeloproliferative syndrome,myeloproliferative neoplasm,transient leukemia,18.0
4967,DOID:0060888,transient myeloproliferative syndrome,myeloproliferative neoplasm,transient leukemia of down,35.0
4968,DOID:0060888,transient myeloproliferative syndrome,myeloproliferative neoplasm,transient myeloproliferative,36.0
4969,DOID:2226,myeloproliferative neoplasm,myeloid neoplasm,cmpd,4.0
4970,DOID:2226,myeloproliferative neoplasm,myeloid neoplasm,cmpd u,7.0
4971,DOID:2226,myeloproliferative neoplasm,myeloid neoplasm,chronic myeloproliferative,34.0
4972,DOID:0060889,prune belly syndrome,syndrome,eaglebarret,21.0
4973,DOID:0060889,prune belly syndrome,syndrome,obrisnksy,18.0
4974,DOID:0060889,prune belly syndrome,syndrome,abdominal muscle deficiency,36.0
4975,DOID:0060889,prune belly syndrome,autosomal recessive disease,eaglebarret,21.0
4976,DOID:0060889,prune belly syndrome,autosomal recessive disease,obrisnksy,18.0
4977,DOID:0060889,prune belly syndrome,autosomal recessive disease,abdominal muscle deficiency,36.0
4978,DOID:0060890,ectopic Cushing syndrome,primary hyperaldosteronism,cushing due to ectopic acth secretion,46.0
4979,DOID:0060890,ectopic Cushing syndrome,primary hyperaldosteronism,ectopic acth secreting tumor,28.0
4980,DOID:446,primary hyperaldosteronism,adrenal gland hyperfunction,cushing,16.0
4981,DOID:446,primary hyperaldosteronism,adrenal gland hyperfunction,cushings,18.0
4982,DOID:446,primary hyperaldosteronism,adrenal gland hyperfunction,hyperaldosteronism,18.0
4983,DOID:0060891,Parkinson's disease 19A,autosomal recessive disease,juvenile onset parkinson 19a,36.0
4984,DOID:0060891,Parkinson's disease 19A,autosomal recessive disease,juvenile onset parkinsons 19a,38.0
4985,DOID:0060891,Parkinson's disease 19A,early-onset Parkinson's disease,juvenile onset parkinson 19a,36.0
4986,DOID:0060891,Parkinson's disease 19A,early-onset Parkinson's disease,juvenile onset parkinsons 19a,38.0
4987,DOID:14330,Parkinson's disease,synucleinopathy,parkinson,17.0
4988,DOID:14330,Parkinson's disease,synucleinopathy,paralysis agitans,17.0
4989,DOID:0060893,juvenile-onset Parkinson's disease,early-onset Parkinson's disease,juvenileonset parkinson,32.0
4990,DOID:0060895,Parkinson's disease 4,autosomal dominant disease,autosomal dominant lewy body parkinson 4,48.0
4991,DOID:0060895,Parkinson's disease 4,autosomal dominant disease,autosomal dominant parkinson 4,38.0
4992,DOID:0060895,Parkinson's disease 4,autosomal dominant disease,autosomal dominant parkinsons 4,40.0
4993,DOID:0060895,Parkinson's disease 4,late onset Parkinson's disease,autosomal dominant lewy body parkinson 4,48.0
4994,DOID:0060895,Parkinson's disease 4,late onset Parkinson's disease,autosomal dominant parkinson 4,38.0
4995,DOID:0060895,Parkinson's disease 4,late onset Parkinson's disease,autosomal dominant parkinsons 4,40.0
4996,DOID:0060896,Parkinson's disease 23,autosomal recessive disease,autosomal recessive earlyonset parkinson 23,52.0
4997,DOID:0060896,Parkinson's disease 23,autosomal recessive disease,autosomal recessive earlyonset parkinsons 23,54.0
4998,DOID:0060896,Parkinson's disease 23,early-onset Parkinson's disease,autosomal recessive earlyonset parkinson 23,52.0
4999,DOID:0060896,Parkinson's disease 23,early-onset Parkinson's disease,autosomal recessive earlyonset parkinsons 23,54.0
5000,DOID:0060897,Parkinson's disease 17,autosomal dominant disease,parkinson 17,20.0
5001,DOID:0060897,Parkinson's disease 17,autosomal dominant disease,autosomal dominant parkinson 17,39.0
5002,DOID:0060897,Parkinson's disease 17,late onset Parkinson's disease,parkinson 17,20.0
5003,DOID:0060897,Parkinson's disease 17,late onset Parkinson's disease,autosomal dominant parkinson 17,39.0
5004,DOID:0060898,Parkinson's disease 20,autosomal recessive disease,earlyonset parkinson 20,32.0
5005,DOID:0060898,Parkinson's disease 20,autosomal recessive disease,earlyonset parkinsons 20,34.0
5006,DOID:0060898,Parkinson's disease 20,early-onset Parkinson's disease,earlyonset parkinson 20,32.0
5007,DOID:0060898,Parkinson's disease 20,early-onset Parkinson's disease,earlyonset parkinsons 20,34.0
5008,DOID:0060900,Parkinson's disease 14,autosomal recessive disease,dystoniaparkinsonism adultonset,33.0
5009,DOID:0060900,Parkinson's disease 14,autosomal recessive disease,autosomal recessive parkinson 14,40.0
5010,DOID:0060900,Parkinson's disease 14,autosomal recessive disease,autosomal recessive parkinsons 14,42.0
5011,DOID:0060900,Parkinson's disease 14,late onset Parkinson's disease,dystoniaparkinsonism adultonset,33.0
5012,DOID:0060900,Parkinson's disease 14,late onset Parkinson's disease,autosomal recessive parkinson 14,40.0
5013,DOID:0060900,Parkinson's disease 14,late onset Parkinson's disease,autosomal recessive parkinsons 14,42.0
5014,DOID:0060901,lymphoplasmacytic lymphoma,B-cell lymphoma,waldenstroems macroglobulinemia,32.0
5015,DOID:0060901,lymphoplasmacytic lymphoma,B-cell lymphoma,waldenstrom macroglobulinemia,29.0
5016,DOID:0060901,lymphoplasmacytic lymphoma,B-cell lymphoma,lymphoplasmacytic lymphoma with igm gammopathy,46.0
5017,DOID:0060902,Norman-Roberts syndrome,autosomal recessive disease,lissencephaly 2,15.0
5018,DOID:0060902,Norman-Roberts syndrome,autosomal recessive disease,lissencephaly normanroberts type,43.0
5019,DOID:0060902,Norman-Roberts syndrome,lissencephaly,lissencephaly 2,15.0
5020,DOID:0060902,Norman-Roberts syndrome,lissencephaly,lissencephaly normanroberts type,43.0
5022,DOID:0060904,legume allergy,fruit allergy,fabaceae allergy,16.0
5024,DOID:0060911,karyomegalic interstitial nephritis,autosomal recessive disease,kmin,4.0
5026,DOID:0060911,karyomegalic interstitial nephritis,interstitial nephritis,kmin,4.0
5027,DOID:1063,interstitial nephritis,nephritis,renal tubulointerstitial,33.0
5028,DOID:0070000,3-methylglutaconic aciduria type 8,autosomal recessive disease,3methylglutaconic aciduria type viii mgca8,44.0
5029,DOID:0070000,3-methylglutaconic aciduria type 8,3-methylglutaconic aciduria,3methylglutaconic aciduria type viii mgca8,44.0
5030,DOID:0070002,3-methylglutaconic aciduria type 9,autosomal recessive disease,3methylglutaconic acuduria type ix mgca9,42.0
5031,DOID:0070002,3-methylglutaconic aciduria type 9,3-methylglutaconic aciduria,3methylglutaconic acuduria type ix mgca9,42.0
5034,DOID:0070005,Seckel syndrome 9,Seckel syndrome,sckl9,5.0
5035,DOID:0070006,Seckel syndrome 6,Seckel syndrome,sckl6,5.0
5036,DOID:0070007,Seckel syndrome 1,Seckel syndrome,sckl1,5.0
5037,DOID:0070007,Seckel syndrome 1,Seckel syndrome,microcephalic primordial dwarfism i,35.0
5038,DOID:0070008,Seckel syndrome 10,Seckel syndrome,sckl10,6.0
5039,DOID:0070009,Seckel syndrome 8,Seckel syndrome,sckl8,5.0
5040,DOID:0070010,Seckel syndrome 4,Seckel syndrome,sckl4,5.0
5041,DOID:0070011,Seckel syndrome 7,Seckel syndrome,sckl7,5.0
5042,DOID:0070012,Seckel syndrome 5,Seckel syndrome,sckl5,5.0
5043,DOID:0070013,Seckel syndrome 2,Seckel syndrome,sckl2,5.0
5044,DOID:0070013,Seckel syndrome 2,Seckel syndrome,seckeltype dwarfism 2,22.0
5045,DOID:0070013,Seckel syndrome 2,Seckel syndrome,microcephalic primordial dwarfism 2,35.0
5046,DOID:0070014,autosomal dominant dyskeratosis congenita 1,autosomal dominant disease,dkca1,5.0
5047,DOID:0070014,autosomal dominant dyskeratosis congenita 1,autosomal dominant disease,dyskeratosis congenita scoggins type,37.0
5048,DOID:0070014,autosomal dominant dyskeratosis congenita 1,dyskeratosis congenita,dkca1,5.0
5049,DOID:0070014,autosomal dominant dyskeratosis congenita 1,dyskeratosis congenita,dyskeratosis congenita scoggins type,37.0
5051,DOID:0070015,autosomal recessive dyskeratosis congenita 1,autosomal recessive disease,dkcb1,5.0
5052,DOID:0070015,autosomal recessive dyskeratosis congenita 1,dyskeratosis congenita,dkcb1,5.0
5053,DOID:0070016,autosomal dominant dyskeratosis congenita 2,autosomal dominant disease,dkca2,5.0
5054,DOID:0070016,autosomal dominant dyskeratosis congenita 2,dyskeratosis congenita,dkca2,5.0
5055,DOID:0070017,autosomal recessive dyskeratosis congenita 2,autosomal recessive disease,dkcb2,5.0
5056,DOID:0070017,autosomal recessive dyskeratosis congenita 2,dyskeratosis congenita,dkcb2,5.0
5057,DOID:0070018,autosomal dominant dyskeratosis congenita 3,autosomal dominant disease,dkca3,5.0
5058,DOID:0070018,autosomal dominant dyskeratosis congenita 3,dyskeratosis congenita,dkca3,5.0
5059,DOID:0070019,autosomal recessive dyskeratosis congenita 3,autosomal recessive disease,dkcb3,5.0
5060,DOID:0070019,autosomal recessive dyskeratosis congenita 3,dyskeratosis congenita,dkcb3,5.0
5061,DOID:0070020,autosomal dominant dyskeratosis congenita 4,autosomal dominant disease,dkca4,5.0
5062,DOID:0070020,autosomal dominant dyskeratosis congenita 4,dyskeratosis congenita,dkca4,5.0
5063,DOID:0070021,autosomal recessive dyskeratosis congenita 4,autosomal recessive disease,dkcb4,5.0
5064,DOID:0070021,autosomal recessive dyskeratosis congenita 4,dyskeratosis congenita,dkcb4,5.0
5065,DOID:0070022,autosomal recessive dyskeratosis congenita 5,autosomal recessive disease,dkcb5,5.0
5066,DOID:0070022,autosomal recessive dyskeratosis congenita 5,dyskeratosis congenita,dkcb5,5.0
5067,DOID:0070023,autosomal dominant dyskeratosis congenita 6,autosomal dominant disease,dkca6,5.0
5068,DOID:0070023,autosomal dominant dyskeratosis congenita 6,dyskeratosis congenita,dkca6,5.0
5069,DOID:0070024,autosomal recessive dyskeratosis congenita 6,autosomal recessive disease,dkcb6,5.0
5070,DOID:0070024,autosomal recessive dyskeratosis congenita 6,dyskeratosis congenita,dkcb6,5.0
5071,DOID:0070025,X-linked dyskeratosis congenita,X-linked recessive disease,dkcx,4.0
5072,DOID:0070025,X-linked dyskeratosis congenita,X-linked recessive disease,zinssercoleengman,28.0
5073,DOID:0070025,X-linked dyskeratosis congenita,dyskeratosis congenita,dkcx,4.0
5074,DOID:0070025,X-linked dyskeratosis congenita,dyskeratosis congenita,zinssercoleengman,28.0
5075,DOID:0070026,Revesz syndrome,autosomal dominant disease,dkca5,5.0
5076,DOID:0070026,Revesz syndrome,autosomal dominant disease,dyskeratosis congenita autosomal dominant 5,44.0
5077,DOID:0070026,Revesz syndrome,autosomal dominant disease,exudative retinopathy with bone marrow failure,46.0
5078,DOID:0070026,Revesz syndrome,dyskeratosis congenita,dkca5,5.0
5079,DOID:0070026,Revesz syndrome,dyskeratosis congenita,dyskeratosis congenita autosomal dominant 5,44.0
5080,DOID:0070026,Revesz syndrome,dyskeratosis congenita,exudative retinopathy with bone marrow failure,46.0
5081,DOID:0070027,CST3-related cerebral amyloid angiopathy,autosomal dominant disease,amyloidosis vi,14.0
5082,DOID:0070027,CST3-related cerebral amyloid angiopathy,autosomal dominant disease,amyloidosis cerebroarterial icelandic type,44.0
5083,DOID:0070027,CST3-related cerebral amyloid angiopathy,autosomal dominant disease,cerebral hemorrhage hereditary with amyloidosis icelandic variant,68.0
5084,DOID:0070027,CST3-related cerebral amyloid angiopathy,autosomal dominant disease,hchwa,5.0
5085,DOID:0070027,CST3-related cerebral amyloid angiopathy,autosomal dominant disease,hereditary cerebral hemorrhage with amyloidosis icelandic variant,66.0
5086,DOID:0070027,CST3-related cerebral amyloid angiopathy,cerebral amyloid angiopathy,amyloidosis vi,14.0
5087,DOID:0070027,CST3-related cerebral amyloid angiopathy,cerebral amyloid angiopathy,amyloidosis cerebroarterial icelandic type,44.0
5088,DOID:0070027,CST3-related cerebral amyloid angiopathy,cerebral amyloid angiopathy,cerebral hemorrhage hereditary with amyloidosis icelandic variant,68.0
5089,DOID:0070027,CST3-related cerebral amyloid angiopathy,cerebral amyloid angiopathy,hchwa,5.0
5090,DOID:0070027,CST3-related cerebral amyloid angiopathy,cerebral amyloid angiopathy,hereditary cerebral hemorrhage with amyloidosis icelandic variant,66.0
5091,DOID:9246,cerebral amyloid angiopathy,inherited metabolic disorder,cerebral hemorrhage hereditary with amyloidosis,49.0
5092,DOID:9246,cerebral amyloid angiopathy,inherited metabolic disorder,hereditary cerebral hemorrhage with amyloidosis,47.0
5093,DOID:9246,cerebral amyloid angiopathy,amyloidosis,cerebral hemorrhage hereditary with amyloidosis,49.0
5094,DOID:9246,cerebral amyloid angiopathy,amyloidosis,hereditary cerebral hemorrhage with amyloidosis,47.0
5095,DOID:0070028,APP-related cerebral amyloid angiopathy,autosomal dominant disease,amyloidosis cerebroarterial apprelated,41.0
5096,DOID:0070028,APP-related cerebral amyloid angiopathy,autosomal dominant disease,amyloidosis hereditary with cerebral hemorrhage dutch variant,64.0
5097,DOID:0070028,APP-related cerebral amyloid angiopathy,autosomal dominant disease,cerebral amyloid angiopathy apprelated arctic variant,56.0
5098,DOID:0070028,APP-related cerebral amyloid angiopathy,autosomal dominant disease,cerebral amyloid angiopathy apprelated dutch variant,55.0
