,ID,TEXT
999,41,"The migration of primordial germ cells (PGCs) from their place of origin to the embryonic gonad is an essential reproductive feature in many animal species. In Drosophila melanogaster, a single G protein-coupled receptor, Trapped in endoderm 1 (Tre1), mediates germ cell polarization at the onset of active migration and directs subsequent migration of PGCs through the midgut primordium. How these different aspects of cell behavior are coordinated through a single receptor is not known. We demonstrate that two highly conserved domains, the E/N/DRY and NPxxY motifs, have overlapping and unique functions in Tre1. The Tre1-NRY domain via G protein signaling is required for reading and responding to guidance and survival cues controlled by the lipid phosphate phosphatases Wunen and Wunen2. In contrast, the Tre1-NPIIY domain has a separate role in Rho1- and E-cadherin-mediated polarization at the initiation stage independent of G protein signaling. We propose that this bifurcation of the Tre1 G protein-coupled receptor signaling response via G protein-dependent and independent branches enables distinct spatiotemporal regulation of germ cell migration."
1000,41,G protein-coupled receptor
1001,41,Trapped in endoderm 1
1002,41,Tre1
1003,41,Tre1
1004,41,Tre1
1005,41,G protein
1006,41,lipid phosphate phosphatases
1007,41,Wunen
1008,41,Wunen2
1009,41,Tre1
1010,41,Rho1
1011,41,E-cadherin
1012,41,G protein
1013,41,Tre1
1014,41,G protein-coupled receptor
1015,41,G protein
1016,42,Novel function of a dynein light chain in actin assembly during clathrin-mediated endocytosis.
1017,42,dynein light chain
1018,42,actin
1019,42,clathrin
1020,42,"Clathrin- and actin-mediated endocytosis is essential in eukaryotic cells. In this study, we demonstrate that Tda2 is a novel protein of the endocytic machinery necessary for normal internalization of native cargo in yeast. Tda2 has not been classified in any protein family. Unexpectedly, solving the crystal structure of Tda2 revealed it belongs to the dynein light chain family. However, Tda2 works independently of the dynein motor complex and microtubules. Tda2 forms a tight complex with the polyproline motif-rich protein Aim21, which interacts physically with the SH3 domain of the Arp2/3 complex regulator Bbc1. The Tda2-Aim21 complex localizes to endocytic sites in a Bbc1- and filamentous actin-dependent manner. Importantly, the Tda2-Aim21 complex interacts directly with and facilitates the recruitment of actin-capping protein, revealing barbed-end filament capping at endocytic sites to be a regulated event. Thus, we have uncovered a new layer of regulation of the actin cytoskeleton by a member of a conserved protein family that has not been previously associated with a function in endocytosis."
1021,42,Clathrin
1022,42,actin
1023,42,Tda2
1024,42,Tda2
1025,42,Tda2
1026,42,dynein light chain
1027,42,Tda2
1028,42,dynein motor complex
1029,42,Tda2
1030,42,Aim21
1031,42,Arp2
1032,42,Arp2/3 complex regulator
1033,42,3
1034,42,Bbc1
1035,42,Tda2
1036,42,Aim21
1037,42,Bbc1
1038,42,actin
1039,42,Tda2
1040,42,Aim21
1041,42,actin-capping protein
1042,42,actin
1043,43,Yeast silencing factor Sir4 and a subset of nucleoporins form a complex distinct from nuclear pore complexes.
1044,43,Sir4
1045,43,nucleoporins
1046,43,nuclear pore complex
1047,43,"Interactions occurring at the nuclear envelope (NE)-chromatin interface influence both NE structure and chromatin organization. Insights into the functions of NE-chromatin interactions have come from the study of yeast subtelomeric chromatin and its association with the NE, including the identification of various proteins necessary for tethering subtelomeric chromatin to the NE and the silencing of resident genes. Here we show that four of these proteins-the silencing factor Sir4, NE-associated Esc1, the SUMO E3 ligase Siz2, and the nuclear pore complex (NPC) protein Nup170-physically and functionally interact with one another and a subset of NPC components (nucleoporins or Nups). Importantly, this group of Nups is largely restricted to members of the inner and outer NPC rings, but it lacks numerous others including cytoplasmically and nucleoplasmically positioned Nups. We propose that this Sir4-associated Nup complex is distinct from holo-NPCs and that it plays a role in subtelomeric chromatin organization and NE tethering."
1048,43,Sir4
1049,43,Esc1
1050,43,SUMO E3 ligase
1051,43,Siz2
1052,43,nuclear pore complex (NPC) protein
1053,43,Nup170
1054,43,NPC components
1055,43,nucleoporins
1056,43,Nups
1057,43,Nups
1058,43,Nups
1059,43,Sir4
1060,44,IRF-8 regulates expansion of myeloid-derived suppressor cells and Foxp3+ regulatory T cells and modulates Th2 immune responses to gastrointestinal nematode infection.
1061,44,IRF-8
1062,44,Foxp3
1063,44,"Interferon regulatory factor-8 (IRF-8) is critical for Th1 cell differentiation and negatively regulates myeloid cell development including myeloid-derived suppressor cells (MDSC). MDSC expand during infection with various pathogens including the gastrointestinal (GI) nematode Heligmosomoides polygyrus bakeri (Hpb). We investigated if IRF-8 contributes to Th2 immunity to Hpb infection. Irf8 expression was down-regulated in MDSC from Hpb-infected C57BL/6 (B6) mice. IRF-8 deficient Irf8-/- and BXH-2 mice had significantly higher adult worm burdens than B6 mice after primary or challenge Hpb infection. During primary infection, MDSC expanded to a significantly greater extent in mesenteric lymph nodes (MLN) and spleens of Irf8-/- and BXH-2 than B6 mice. CD4+GATA3+ T cells numbers were comparable in MLN of infected B6 and IRF-8 deficient mice, but MLN cells from infected IRF-8 deficient mice secreted significantly less parasite-specific IL-4 ex vivo. The numbers of alternatively activated macrophages in MLN and serum levels of Hpb-specific IgG1 and IgE were also significantly less in infected Irf8-/- than B6 mice. The frequencies of antigen-experienced CD4+CD11ahiCD49dhi cells that were CD44hiCD62L- were similar in MLN of infected Irf8-/- and B6 mice, but the proportions of CD4+GATA3+ and CD4+IL-4+ T cells were lower in infected Irf8-/- mice. CD11b+Gr1+ cells from naïve or infected Irf8-/- mice suppressed CD4+ T cell proliferation and parasite-specific IL-4 secretion in vitro albeit less efficiently than B6 mice. Surprisingly, there were significantly more CD4+ T cells in infected Irf8-/- mice, with a higher frequency of CD4+CD25+Foxp3+ T (Tregs) cells and significantly higher numbers of Tregs than B6 mice. In vivo depletion of MDSC and/or Tregs in Irf8-/- mice did not affect adult worm burdens, but Treg depletion resulted in higher egg production and enhanced parasite-specific IL-5, IL-13, and IL-6 secretion ex vivo. Our data thus provide a previously unrecognized role for IRF-8 in Th2 immunity to a GI nematode."
1064,44,Interferon regulatory factor-8
1065,44,IRF-8
1066,44,IRF-8
1067,44,Irf8
1068,44,IRF-8
1069,44,Irf8
1070,44,Irf8
1071,44,CD4
1072,44,GATA3
1073,44,IRF-8
1074,44,IRF-8
1075,44,IL-4
1076,44,IgG1
1077,44,IgE
1078,44,Irf8
1079,44,CD4
1080,44,CD11a
1081,44,CD49d
1082,44,CD44
1083,44,CD62L
1084,44,Irf8
1085,44,CD4
1086,44,GATA3
1087,44,CD4
1088,44,IL-4
1089,44,Irf8
1090,44,CD11b
1091,44,Gr1
1092,44,Irf8
1093,44,CD4
1094,44,IL-4
1095,44,CD4
1096,44,Irf8
1097,44,CD4
1098,44,CD25
1099,44,Foxp3
1100,44,Irf8
1101,44,IL-5
1102,44,IL-13
1103,44,IL-6
1104,44,IRF-8
1105,45,Efficient targeting of protein antigen to the dendritic cell receptor DEC-205 in the steady state leads to antigen presentation on major histocompatibility complex class I products and peripheral CD8+ T cell tolerance.
1106,45,DEC-205
1107,45,major histocompatibility complex class I
1108,45,CD8
1109,45,"To identify endocytic receptors that allow dendritic cells (DCs) to capture and present antigens on major histocompatibility complex (MHC) class I products in vivo, we evaluated DEC-205, which is abundant on DCs in lymphoid tissues. Ovalbumin (OVA) protein, when chemically coupled to monoclonal alphaDEC-205 antibody, was presented by CD11c+ lymph node DCs, but not by CD11c- cells, to OVA-specific, CD4+ and CD8+ T cells. Receptor-mediated presentation was at least 400 times more efficient than unconjugated OVA and, for MHC class I, the DCs had to express transporter of antigenic peptides (TAP) transporters. When alphaDEC-205:OVA was injected subcutaneously, OVA protein was identified over a 4-48 h period in DCs, primarily in the lymph nodes draining the injection site. In vivo, the OVA protein was selectively presented by DCs to TCR transgenic CD8+ cells, again at least 400 times more effectively than soluble OVA and in a TAP-dependent fashion. Targeting of alphaDEC-205:OVA to DCs in the steady state initially induced 4-7 cycles of T cell division, but the T cells were then deleted and the mice became specifically unresponsive to rechallenge with OVA in complete Freund's adjuvant. In contrast, simultaneous delivery of a DC maturation stimulus via CD40, together with alphaDEC-205:OVA, induced strong immunity. The CD8+ T cells responding in the presence of agonistic alphaCD40 antibody produced large amounts of interleukin 2 and interferon gamma, acquired cytolytic function in vivo, emigrated in large numbers to the lung, and responded vigorously to OVA rechallenge. Therefore, DEC-205 provides an efficient receptor-based mechanism for DCs to process proteins for MHC class I presentation in vivo, leading to tolerance in the steady state and immunity after DC maturation."
1110,45,major histocompatibility complex (MHC) class I
1111,45,DEC-205
1112,45,Ovalbumin
1113,45,OVA
1114,45,DEC-205
1115,45,CD11c
1116,45,CD11c
1117,45,OVA
1118,45,CD4
1119,45,CD8
1120,45,OVA
1121,45,MHC class I
1122,45,transporter of antigenic peptides
1123,45,TAP
1124,45,DEC-205
1125,45,OVA
1126,45,OVA
1127,45,OVA
1128,45,TCR
1129,45,CD8
1130,45,OVA
1131,45,TAP
1132,45,DEC-205
1133,45,OVA
1134,45,OVA
1135,45,CD40
1136,45,DEC-205
1137,45,OVA
1138,45,CD8
1139,45,CD40
1140,45,interleukin 2
1141,45,interferon gamma
1142,45,OVA
1143,45,DEC-205
1144,45,MHC class I
1145,46,A point mutation in translation initiation factor 2B leads to a continuous hyper stress state in oligodendroglial-derived cells.
1146,46,translation initiation factor 2B
1147,46,"BACKGROUND: Mutations in eukaryotic translation initiation factor 2B (eIF2B) cause Childhood Ataxia with CNS Hypomyelination (CACH), also known as Vanishing White Matter disease (VWM). The disease is manifested by loss of brain myelin upon physiological stress. In a previous study, we showed that fibroblasts isolated from CACH/VWM patients are hypersensitive to pharmacologically-induced endoplasmic reticulum (ER) stress. Since brain cells from affected individuals are not available for research, we wished to assess the effect of eIF2B mutation on oligodendroglial-derived cells. METHODOLOGY/PRINCIPAL FINDINGS: A rat oligodendroglial-derived cell line was used for a stable knock-down of eIF2B5 followed by stable expression of mutated eIF2B5(R195H) cDNA. In response to a pharmacological ER-stress agent, eIF2B5(R195H) expressing cells exhibited heightened ER-stress response demonstrated by hyper induction of ATF4, GADD34, Bip, PDIA1, PDIA3, PDIA4 and PDIA6 proteins. Moreover, even in the absence of a pharmacological stress agent, eIF2B5(R195H)-expressing cells exhibited high basal levels of ATF4, GADD34 and ER-associated Bip, PDIA1 and PDIA3. SIGNIFICANCE: The data provide evidence that oligodendroglial-derived cells expressing a mutated eIF2B constantly use their stress response mechanism as an adaptation mean in order to survive. The current study is the first to demonstrate the effects of eIF2B5 mutation on ER homeostasis in oligodendroglial-derived cells."
1148,46,eukaryotic translation initiation factor 2B
1149,46,eIF2B
1150,46,eIF2B
1151,46,eIF2B5
1152,46,eIF2B5
1153,46,eIF2B5
1154,46,ATF4
1155,46,GADD34
1156,46,Bip
1157,46,PDIA1
1158,46,PDIA3
1159,46,PDIA4
1160,46,PDIA6
1161,46,eIF2B5
1162,46,ATF4
1163,46,GADD34
1164,46,Bip
1165,46,PDIA1
1166,46,PDIA3
1167,46,eIF2B
1168,46,eIF2B5
1169,47,Thymosin beta4 mediated PKC activation is essential to initiate the embryonic coronary developmental program and epicardial progenitor cell activation in adult mice in vivo.
1170,47,Thymosin beta4
1171,47,PKC
1172,47,"Hypoxic heart disease is a predominant cause of disability and death worldwide. Since adult mammalian hearts are incapable of regeneration after hypoxia, attempts to modify this deficiency are critical. As demonstrated in zebrafish, recall of the embryonic developmental program may be the key to success. Because thymosin beta4 (TB4) is beneficial for myocardial cell survival and essential for coronary development in embryos, we hypothesized that it reactivates the embryonic developmental program and initiates epicardial progenitor mobilization in adult mammals. We found that TB4 stimulates capillary-like tube formation of adult coronary endothelial cells and increases embryonic endothelial cell migration and proliferation in vitro. The increase of blood vessel/epicardial substance (Bves) expressing cells accompanied by elevated VEGF, Flk-1, TGF-beta, Fgfr-2, Fgfr-4, Fgf-17 and beta-Catenin expression and increase of Tbx-18 and Wt-1 positive myocardial progenitors suggested organ-wide recall of the embryonic program in the adult epicardium. TB4 also positively regulated the expression and phosphorylation of myristoylated alanine-rich C-kinase substrate (Marcks), a direct substrate and indicator of protein kinase C (PKC) activity in vitro and in vivo. PKC inhibition significantly reduced TB4 initiated epicardial thickening, capillary growth and the number of myocardial progenitors. Our results demonstrate that TB4 is the first known molecule capable of organ-wide activation of the embryonic coronary developmental program in the adult mammalian heart after systemic administration and that PKC plays a significant role in the process."
